_id,activity_id,classification,end_date,location,notes,source_id,start_date,status,small_area,geo_point_2d,json_geometry_geometry,latitude,longitude,prototype_relevance,prototype_relevance_reason,source_dataset
391,RP-59094-193961-21324-COU-Confirmed-190520220000-190520222359,Reserved Parking,2022-05-19,Canning Street between Shiel Street and Vaughan Terrace,,33103,2022-05-19,CONFIRMED,North Melbourne,"-37.79582027535651, 144.94084243761404","{""coordinates"": [[[144.9403791973, -37.7958586035], [144.9412734584, -37.7959603157], [144.941317694, -37.7959584188], [144.941357648, -37.7959432332], [144.9413872372, -37.7959170702], [144.9414019582, -37.7958839138], [144.9413995677, -37.7958488118], [144.9413804307, -37.7958171073], [144.9413474601, -37.7957936276], [144.9413056764, -37.795781947], [144.9404114174, -37.7956802351], [144.9403671819, -37.7956821317], [144.9403272279, -37.795697317], [144.9402976384, -37.7957234797], [144.9402829181, -37.795756636], [144.9402853069, -37.795791738], [144.9403044435, -37.7958234426], [144.9403374137, -37.7958469226], [144.9403791973, -37.7958586035]]], ""type"": ""Polygon""}",-37.79582027535651,144.94084243761404,Excluded,Excluded because source classification is Reserved Parking.,City of Melbourne – City Activities and Planned Works
392,WO-721357-1390608-1390608-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Bourke Street between Russell Street and Swanston Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.813117596422835, 144.9666563373465","{""coordinates"": [[[144.9664873451, -37.8132344187], [144.9664749707, -37.8132073274], [144.9664741787, -37.8132056411], [144.9664921197, -37.813200379], [144.9672312753, -37.8129830335], [144.9672322669, -37.8129827046], [144.9672332315, -37.8129823265], [144.9672341644, -37.812981902], [144.967235061, -37.8129814335], [144.9672359202, -37.8129809202], [144.9672367362, -37.8129803666], [144.9672375078, -37.8129797743], [144.9672382316, -37.8129791452], [144.9672389042, -37.8129784809], [144.967239523, -37.812977786], [144.9672400858, -37.8129770612], [144.9672405903, -37.8129763102], [144.9672410353, -37.8129755357], [144.9672414183, -37.8129747412], [144.9672417382, -37.8129739293], [144.9672419937, -37.8129731037], [144.9672421825, -37.8129722662], [144.9672423068, -37.8129714222], [144.967242363, -37.8129705733], [144.9672423534, -37.8129697224], [144.9672422755, -37.8129688749], [144.9672421328, -37.8129680325], [144.9672419228, -37.812967198], [144.9672416478, -37.8129663759], [144.9672413087, -37.8129655689], [144.9672385958, -37.8129596996], [144.9672382925, -37.8129589545], [144.9672381449, -37.8129584536], [144.9672380384, -37.8129579462], [144.9672379718, -37.812957435], [144.967237945, -37.8129569208], [144.9672379591, -37.8129564074], [144.967238014, -37.8129558947], [144.9672381086, -37.8129553862], [144.9672382428, -37.812954883], [144.9672384177, -37.8129543877], [144.9672386298, -37.812953902], [144.9672388802, -37.8129534278], [144.9672391678, -37.8129529668], [144.9672394901, -37.81295252], [144.9672398472, -37.8129520909], [144.9672402379, -37.8129516795], [144.967240661, -37.8129512885], [144.967241113, -37.8129509187], [144.9672415928, -37.8129505719], [144.9672420992, -37.8129502499], [144.967242631, -37.8129499527], [144.9672431836, -37.8129496829], [144.9672437583, -37.8129494396], [144.9672443491, -37.8129492263], [144.9672447672, -37.8129491001], [144.9679055194, -37.8127555965], [144.9678855965, -37.8127118889], [144.9675050053, -37.8128241258], [144.9674086594, -37.8128525386], [144.9671032028, -37.8129426162], [144.9669220368, -37.8129960416], [144.9668573998, -37.813015102], [144.9668492953, -37.8130174926], [144.9668471446, -37.8130181268], [144.9668466281, -37.8130182792], [144.9668391969, -37.8130204705], [144.9664067619, -37.8131479911], [144.96633331, -37.8131696502], [144.9657428079, -37.8133437776], [144.9657879105, -37.8134374987], [144.9658102454, -37.8134309527], [144.9658110159, -37.8134326377], [144.9664873451, -37.8132344187]], [[144.9657897765, -37.8134126783], [144.9657774036, -37.813385586], [144.9657880729, -37.8133824585], [144.9657884586, -37.8133833042], [144.9658016065, -37.8134120878], [144.9657909392, -37.8134152235], [144.9657897765, -37.8134126783]]], ""type"": ""Polygon""}",-37.81311759642284,144.9666563373465,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
393,WO-721357-1390472-1390472-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Flinders Street between Swanston Street and Elizabeth Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.81744544240298, 144.9670372579438","{""coordinates"": [[[144.966858212, -37.8175202194], [144.966858921, -37.8175201289], [144.9672409306, -37.8174050271], [144.9672248624, -37.8173697308], [144.9668380233, -37.8174828225], [144.9668545219, -37.817518411], [144.9668550017, -37.8175190987], [144.9668553023, -37.8175193617], [144.9668557076, -37.8175196634], [144.9668560771, -37.8175198581], [144.9668566811, -37.8175200776], [144.9668573263, -37.8175202041], [144.966858212, -37.8175202194]]], ""type"": ""Polygon""}",-37.81744544240298,144.9670372579438,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
394,SS-1116090-0-108948-ECR-Pending Payment-170520220700-240620221900,Structures,2022-06-24,"404-418 Spencer Street
WEST MELBOURNE VIC 3003",Crane Permit,ECR-2022-40/1,2022-05-17,PROPOSED,West Melbourne (Residential),"-37.81065057234544, 144.95064292156664","{""coordinates"": [[[144.950714115, -37.8104505321], [144.9507024682, -37.8104543738], [144.9506715664, -37.8104648484], [144.950657358, -37.8104613848], [144.9504185121, -37.8105420814], [144.9505593975, -37.8108492585], [144.9508762078, -37.8107601641], [144.950714115, -37.8104505321]]], ""type"": ""Polygon""}",-37.81065057234544,144.95064292156664,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
395,SS-1102685-0-106314-CW-Consent Extended-020520220700-300620221900,Structures,2022-06-30,"475 Macaulay Road
KENSINGTON VIC 3031",Consent for Works under RMA,CW-2022-1,2022-05-02,Confirmed,Kensington,"-37.7946767571725, 144.93037153994877","{""coordinates"": [[[144.9303099291, -37.7945395423], [144.9303782793, -37.7948268464], [144.9304263212, -37.7948216889], [144.930378439, -37.7945475926], [144.9303099291, -37.7945395423]]], ""type"": ""Polygon""}",-37.7946767571725,144.93037153994877,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
396,SS-1105789-0-105319-EGA-Permit Issued-260320220000-260920221900,Structures,2022-09-26,"295-309 King Street
MELBOURNE VIC 3000",Gantry,EGA-2020-85/1,2022-03-26,CONFIRMED,Melbourne (CBD),"-37.81334338807363, 144.95393359390016","{""coordinates"": [[[144.953669669, -37.8132533323], [144.9538046807, -37.8135475879], [144.9541992258, -37.8134345621], [144.9540586836, -37.8131376127], [144.953669669, -37.8132533323]]], ""type"": ""Polygon""}",-37.81334338807363,144.95393359390016,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
397,SS-1106297-0-105499-ECW-Consent Issued-140320220700-140520222359,Structures,2022-05-14,"29-47 Laurens Street
WEST MELBOURNE VIC 3003",ePathway Consent for works,ECW-2022-65,2022-03-14,Confirmed,West Melbourne (Industrial),"-37.80440917021794, 144.94075181656987","{""coordinates"": [[[144.9410595361, -37.8047103793], [144.9411408514, -37.8042568407], [144.9401758828, -37.8041480356], [144.9406972652, -37.804668979], [144.9410595361, -37.8047103793]]], ""type"": ""Polygon""}",-37.80440917021794,144.94075181656987,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
398,SS-1112432-0-102530-ECW-Consent Extended-010520220000-310520221900,Structures,2022-05-31,"216-218 Domain Road
SOUTH YARRA VIC 3141",ePathway Consent for works,ECW-2022-128,2022-05-01,Confirmed,South Yarra,"-37.83408553310626, 144.98454307756828","{""coordinates"": [[[144.9846948533, -37.8340296051], [144.9847231044, -37.8338915131], [144.9847198671, -37.8338910981], [144.9844735404, -37.8338595242], [144.9844457473, -37.8338754011], [144.9843624884, -37.8342790426], [144.9846320035, -37.8343126412], [144.9846365275, -37.8343132053], [144.9846948533, -37.8340296051]]], ""type"": ""Polygon""}",-37.83408553310626,144.98454307756828,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
399,SS-1068305-0-100156-EGA-Permit Issued-220520210000-150220231900,Structures,2023-02-15,"111-125 A'Beckett Street
MELBOURNE VIC 3000",Gantry,EGA-2021-35,2021-05-22,CONFIRMED,Melbourne (CBD),"-37.809733301705364, 144.96019190612887","{""coordinates"": [[[144.9600598515, -37.8099769995], [144.9604901818, -37.8098520268], [144.9603251669, -37.809489749], [144.9598928033, -37.8096149156], [144.9600598515, -37.8099769995]]], ""type"": ""Polygon""}",-37.80973330170536,144.96019190612887,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
400,SS-1027915-0-110360-EHD-Permit Issued-101020200000-181120221900,Structures,2022-11-18,"85-87 City Road
SOUTHBANK VIC 3006",Hoarding,EHD-2020-26,2020-10-10,CONFIRMED,Southbank,"-37.822480711026145, 144.9652545198214","{""coordinates"": [[[144.9653224461, -37.8226859693], [144.9654425939, -37.8226316626], [144.965187228, -37.8222756885], [144.9650663116, -37.8223301971], [144.9653224461, -37.8226859693]]], ""type"": ""Polygon""}",-37.82248071102615,144.9652545198214,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
401,WO-721357-1390366-1390366-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Lonsdale Street between Swanston Street and Elizabeth Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.811746569300595, 144.96449610918518","{""coordinates"": [[[144.9646181902, -37.8116983804], [144.9644802125, -37.8117385417], [144.96448025, -37.8117386234], [144.96448615, -37.811751277], [144.9644487939, -37.8117620518], [144.9644428983, -37.8117494029], [144.9643705269, -37.8117704676], [144.9643696498, -37.8117707642], [144.9643690387, -37.8117710528], [144.9643683328, -37.8117715237], [144.9643678726, -37.8117719032], [144.9643673862, -37.811772449], [144.964367071, -37.811772923], [144.9643668255, -37.8117733432], [144.9643666293, -37.811773785], [144.9643664486, -37.811774328], [144.9643663212, -37.8117748296], [144.9643662635, -37.8117754432], [144.9643662437, -37.8117761232], [144.9643663519, -37.8117768541], [144.9643665959, -37.8117776496], [144.9643756468, -37.8117976247], [144.9644029383, -37.8117896786], [144.9644010141, -37.8117855423], [144.9646270887, -37.8117192352], [144.9646291999, -37.811723801], [144.9646293167, -37.811723767], [144.9646181902, -37.8116983804]]], ""type"": ""Polygon""}",-37.8117465693006,144.96449610918518,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
402,SS-1006624-0-105718-ECZ-Permit Issued-161220210700-160620221900,Structures,2022-06-16,"Unit 2806, Level 28
11 Rose Lane
MELBOURNE VIC 3000",Construction Zone,ECZ-2019-49,2021-12-16,CONFIRMED,Melbourne (CBD),"-37.81536178478949, 144.95353154826245","{""coordinates"": [[[144.9527252199, -37.8155314978], [144.9529482428, -37.8160153308], [144.9532418411, -37.8159313744], [144.9531417714, -37.8157106045], [144.9539249079, -37.8154871996], [144.953909983, -37.8154547629], [144.9539620627, -37.8154397333], [144.9540721867, -37.815681571], [144.9540771648, -37.8156925023], [144.9543305893, -37.8156200298], [144.9543256576, -37.8156091814], [144.9541566162, -37.8152372802], [144.9540701206, -37.8150480203], [144.9540776137, -37.8150481749], [144.9541099099, -37.8150424233], [144.9540824391, -37.8149839131], [144.954085432, -37.8149830603], [144.9539993687, -37.8147959337], [144.9539600401, -37.8148071521], [144.9530732387, -37.8150600918], [144.9532065874, -37.8153542822], [144.953078451, -37.8153908359], [144.9530747999, -37.8153827817], [144.9529197321, -37.8154270172], [144.9529394075, -37.8154704246], [144.9527252199, -37.8155314978]]], ""type"": ""Polygon""}",-37.81536178478949,144.95353154826245,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
403,SS-1112983-0-106645-ECR-Referred to ESG-180520220700-180520221900,Structures,2022-05-18,"128-138 Millswyn Street
SOUTH YARRA VIC 3141",Crane Permit,ECR-2022-82,2022-05-18,PROPOSED,South Yarra,"-37.834146105655506, 144.98087496084725","{""coordinates"": [[[144.9809437359, -37.8342952684], [144.9810013531, -37.8340215485], [144.9808067818, -37.8339973042], [144.9807478215, -37.8342695051], [144.9809437359, -37.8342952684]]], ""type"": ""Polygon""}",-37.83414610565551,144.98087496084725,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
404,SS-1114765-0-106373-ECW-Consent Issued-290420220700-310520221900,Structures,2022-05-31,"21-27 McKillop Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-154,2022-04-29,Confirmed,Melbourne (CBD),"-37.81521933837957, 144.96147468033553","{""coordinates"": [[[144.9613642032, -37.8153706479], [144.9615253464, -37.8153222961], [144.9616989801, -37.815270196], [144.9616161316, -37.8150881752], [144.9614611955, -37.8151331985], [144.9614394589, -37.8151395143], [144.9614188888, -37.8150937254], [144.961339062, -37.8151164984], [144.9612596233, -37.8151391618], [144.9612714091, -37.8151652495], [144.9613642032, -37.8153706479]]], ""type"": ""Polygon""}",-37.81521933837957,144.96147468033553,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
405,SS-1006624-0-692091-ECZ-Permit Issued-161220210700-160620221900,Structures,2022-06-16,"310-326 Exhibition Street
MELBOURNE VIC 3000",Construction Zone,ECZ-2019-49,2021-12-16,CONFIRMED,Melbourne (CBD),"-37.80826120198356, 144.96957180261916","{""coordinates"": [[[144.9691625888, -37.8085947352], [144.9701534029, -37.8083046923], [144.9699811935, -37.8079277691], [144.9689902606, -37.8082175419], [144.9691625888, -37.8085947352]]], ""type"": ""Polygon""}",-37.80826120198356,144.96957180261916,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
406,SS-773492-0-103699-CW-Permit Issued-111020150000-111021061900,Structures,2106-10-11,"228-230 Faraday Street
CARLTON VIC 3053",Consent for Works under RMA,CW-2015-5601,2015-10-11,CONFIRMED,Carlton,"-37.7981901251948, 144.96667402262335","{""coordinates"": [[[144.9666816819, -37.7984580698], [144.9666974404, -37.7983678447], [144.9666987334, -37.7983679877], [144.9667185887, -37.7982543071], [144.9667323087, -37.7981874351], [144.966746623, -37.7981077522], [144.9667627547, -37.7981096069], [144.9667709783, -37.7980596992], [144.9667872068, -37.7979561357], [144.9666872624, -37.7979445233], [144.9666535555, -37.7979406069], [144.9666277772, -37.7980945148], [144.9666113658, -37.7981911559], [144.9665704059, -37.798445711], [144.9666816819, -37.7984580698]]], ""type"": ""Polygon""}",-37.7981901251948,144.96667402262335,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
407,SS-949516-0-105901-EBN-Permit Issued-080920180000-090921082359,Structures,2108-09-09,"Unit 38, 24-38 Little Bourke Street
MELBOURNE VIC 3000",ePathway Bins & Skips,EBN-2018-5393,2018-09-08,CONFIRMED,Melbourne (CBD),"-37.810326620247636, 144.97141976209215","{""coordinates"": [[[144.9713469635, -37.8100239744], [144.9711736204, -37.8100748233], [144.9710742682, -37.8101050222], [144.9710863874, -37.8101312336], [144.9710881439, -37.8101350325], [144.9711105535, -37.8101835118], [144.9711347185, -37.8102357891], [144.9711588847, -37.8102880674], [144.9711905983, -37.8103566743], [144.9712226605, -37.8104260361], [144.9713379244, -37.8106753871], [144.9717639779, -37.8105506913], [144.9715038322, -37.8099779573], [144.9713469635, -37.8100239744]]], ""type"": ""Polygon""}",-37.81032662024764,144.97141976209215,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
408,SS-1108634-0-100156-EHD-Pending Payment-020420220000-021020222359,Structures,2022-10-02,"111-125 A'Beckett Street
MELBOURNE VIC 3000",Hoarding,EHD-2020-33/4,2022-04-02,PROPOSED,Melbourne (CBD),"-37.809733301705364, 144.96019190612887","{""coordinates"": [[[144.9600598515, -37.8099769995], [144.9604901818, -37.8098520268], [144.9603251669, -37.809489749], [144.9598928033, -37.8096149156], [144.9600598515, -37.8099769995]]], ""type"": ""Polygon""}",-37.80973330170536,144.96019190612887,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
409,SS-1088088-0-104851-ECW-Consent Extended-190420220700-310520221900,Structures,2022-05-31,"1143 Hoddle Street
EAST MELBOURNE VIC 3002",ePathway Consent for works,ECW-2021-511,2022-04-19,Confirmed,East Melbourne,"-37.81425070373743, 144.99024889143843","{""coordinates"": [[[144.9903755424, -37.814237223], [144.9901303315, -37.8142107876], [144.9901212025, -37.8142631174], [144.9901273752, -37.8142638311], [144.9903655673, -37.8142913984], [144.9903755424, -37.814237223]]], ""type"": ""Polygon""}",-37.81425070373743,144.99024889143843,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
410,SS-1110254-0-108948-ECR-Permit Issued-290320220700-130520221900,Structures,2022-05-13,"404-418 Spencer Street
WEST MELBOURNE VIC 3003",Crane Permit,ECR-2022-62,2022-03-29,CONFIRMED,West Melbourne (Residential),"-37.81065057234544, 144.95064292156664","{""coordinates"": [[[144.950714115, -37.8104505321], [144.9507024682, -37.8104543738], [144.9506715664, -37.8104648484], [144.950657358, -37.8104613848], [144.9504185121, -37.8105420814], [144.9505593975, -37.8108492585], [144.9508762078, -37.8107601641], [144.950714115, -37.8104505321]]], ""type"": ""Polygon""}",-37.81065057234544,144.95064292156664,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
411,SS-1106798-0-101027-ECW-Consent Extended-270420220700-060620221900,Structures,2022-06-06,"16-18 Bennetts Lane
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-72,2022-04-27,Confirmed,Melbourne (CBD),"-37.808932997431185, 144.96787849013828","{""coordinates"": [[[144.9679445802, -37.8088612026], [144.9677691989, -37.808911048], [144.9678123253, -37.8090046036], [144.9679876168, -37.8089552604], [144.9679752081, -37.8089281416], [144.9679445802, -37.8088612026]]], ""type"": ""Polygon""}",-37.80893299743119,144.96787849013828,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
412,SS-1107633-0-105752-ECW-Traffic & Infrastructure Review-010320220700-010920221900,Structures,2022-09-01,"150 Lonsdale Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2022-80,2022-03-01,Confirmed,Melbourne (CBD),"-37.81033158444287, 144.96768021733178","{""coordinates"": [[[144.9678853589, -37.8103080793], [144.9677871516, -37.8100932633], [144.9674050489, -37.8102032878], [144.9675754443, -37.8105710767], [144.9679543948, -37.8104590914], [144.9678853589, -37.8103080793]]], ""type"": ""Polygon""}",-37.81033158444287,144.96768021733178,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
413,SS-1115426-0-102152-EGA-Application Lodged-140520220000-130820222359,Structures,2022-08-13,"162-168 Collins Street
MELBOURNE VIC 3000",Gantry,EGA-2022-35,2022-05-14,PROPOSED,Melbourne (CBD),"-37.8144898545005, 144.96785354119467","{""coordinates"": [[[144.9675612134, -37.8141159097], [144.967726039, -37.8144774472], [144.9679310703, -37.8149271682], [144.9681460333, -37.8148639916], [144.9679609977, -37.8144592333], [144.9679217735, -37.8143714433], [144.9677762395, -37.8140527989], [144.9675612134, -37.8141159097]]], ""type"": ""Polygon""}",-37.8144898545005,144.96785354119467,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
414,SS-1112060-0-103364-ECW-Traffic & Infrastructure Review-010620220700-300920221900,Structures,2022-09-30,"5 Epsom Road
KENSINGTON VIC 3031",ePathway Consent for works,ECW-2022-125,2022-06-01,Confirmed,Kensington,"-37.793977128393585, 144.9271856225727","{""coordinates"": [[[144.9271523315, -37.7936820886], [144.9268279429, -37.793865971], [144.9272197182, -37.7942742408], [144.9275315003, -37.7940913215], [144.9275333649, -37.7940745834], [144.9271523315, -37.7936820886]]], ""type"": ""Polygon""}",-37.79397712839359,144.9271856225727,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
415,SS-1114267-0-103251-EGA-Permit Issued-020420220000-010720221900,Structures,2022-07-01,"611-669 Elizabeth Street
MELBOURNE VIC 3000",Gantry,EGA-2021-33/2,2022-04-02,CONFIRMED,North Melbourne,"-37.80319179923046, 144.95749115337372","{""coordinates"": [[[144.957418202, -37.8025146951], [144.9569860404, -37.8026378157], [144.9575144743, -37.8037803822], [144.9580249651, -37.8038410999], [144.957418202, -37.8025146951]]], ""type"": ""Polygon""}",-37.80319179923046,144.95749115337372,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
416,SS-1114395-0-110940-ESL-Permit Issued-020520220700-270520221900,Structures,2022-05-27,"Clunies Ross Reserve
8 The Avenue
PARKVILLE VIC 3052",Scissor Lift/Travel Tower/Boom Lift,ESL-2022-227,2022-05-02,CONFIRMED,Parkville,"-37.78882308610001, 144.95747194369997","{""coordinates"": [[[144.957598283, -37.7885427328], [144.9573252329, -37.7885198827], [144.9574923152, -37.7894066428], [144.957598283, -37.7885427328]]], ""type"": ""Polygon""}",-37.78882308610001,144.95747194369997,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
417,WO-721357-1424865-1424865-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Intersection of Elizabeth Street and Little Collins Street,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.81519570516646, 144.96370452364","{""coordinates"": [[[144.9637285277, -37.8151567178], [144.9637281318, -37.8151566966], [144.9637258138, -37.8151565141], [144.9637254207, -37.815156473], [144.9637231217, -37.8151561765], [144.9637227326, -37.8151561166], [144.9637204617, -37.8151557069], [144.9637200777, -37.8151556282], [144.9637178427, -37.8151551083], [144.963717466, -37.8151550108], [144.9637152761, -37.8151543826], [144.9637149078, -37.8151542663], [144.963712772, -37.8151535319], [144.9637124133, -37.8151533977], [144.9637103393, -37.8151525589], [144.9637099925, -37.8151524078], [144.9637079883, -37.8151514692], [144.9637076533, -37.8151513012], [144.9637057267, -37.8151502667], [144.9637054058, -37.8151500818], [144.9637035647, -37.8151489542], [144.9637032589, -37.8151487551], [144.96370151, -37.8151475389], [144.9637012205, -37.8151473248], [144.9636995705, -37.8151460257], [144.9636995427, -37.8151460017], [144.9636281515, -37.8151678111], [144.9636708259, -37.8152608304], [144.9637389411, -37.8152380722], [144.9637387517, -37.8152370677], [144.9637387058, -37.8152367551], [144.9637385042, -37.8152349142], [144.9637384822, -37.8152346002], [144.9637384239, -37.8152327526], [144.9637384268, -37.8152324382], [144.9637385139, -37.8152305914], [144.9637385407, -37.8152302773], [144.9637387719, -37.8152284384], [144.9637388225, -37.8152281266], [144.9637391964, -37.8152263019], [144.963739273, -37.8152259941], [144.9637397883, -37.8152241916], [144.9637398875, -37.815223887], [144.9637405428, -37.815222114], [144.9637406658, -37.8152218151], [144.9637414587, -37.8152200787], [144.9637416042, -37.8152197866], [144.9637425311, -37.8152180922], [144.9637426991, -37.8152178067], [144.9637437564, -37.8152161623], [144.9637439469, -37.8152158862], [144.96374513, -37.8152142963], [144.9637453418, -37.8152140305], [144.9637466458, -37.815212503], [144.9637468788, -37.8152122484], [144.9637483003, -37.8152107879], [144.9637485512, -37.8152105453], [144.9637500842, -37.8152091578], [144.9637503541, -37.8152089282], [144.9637519918, -37.8152076192], [144.9637522794, -37.8152074034], [144.963754017, -37.8152061781], [144.9637543202, -37.815205977], [144.9637561508, -37.8152048398], [144.9637564694, -37.8152046543], [144.9637583838, -37.8152036105], [144.9637587168, -37.8152034405], [144.963760708, -37.8152024935], [144.9637610541, -37.8152023409], [144.9637631153, -37.8152014934], [144.963763517, -37.8152013426], [144.9637656224, -37.8152006257], [144.9637671702, -37.8152001469], [144.9637884778, -37.8151939737], [144.9637692064, -37.8151479968], [144.9637464361, -37.8151546493], [144.9637447109, -37.8151551359], [144.9637442922, -37.8151552413], [144.9637420487, -37.8151557378], [144.9637416638, -37.8151558131], [144.9637393869, -37.8151562], [144.9637389969, -37.8151562554], [144.9637366925, -37.8151565292], [144.9637362995, -37.8151565666], [144.9637339778, -37.8151567265], [144.963733582, -37.815156744], [144.963731252, -37.8151567893], [144.9637308556, -37.8151567869], [144.9637285277, -37.8151567178]]], ""type"": ""Polygon""}",-37.81519570516646,144.96370452364,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
418,SS-1114358-0-108960-EGA-Permit Issued-300420220000-250620222359,Structures,2022-06-25,"Atlantis Hotel & Tower
284-302 Spencer Street
MELBOURNE VIC 3000",Gantry,EGA-2022-12/1,2022-04-30,CONFIRMED,Melbourne (CBD),"-37.81369182182149, 144.95206054441456","{""coordinates"": [[[144.9521055022, -37.8134778194], [144.951814125, -37.8135605978], [144.9518236393, -37.8135812812], [144.9518372964, -37.813624859], [144.9518564733, -37.813667108], [144.9518623408, -37.8136654086], [144.9518813825, -37.8137068009], [144.9519786816, -37.8139183047], [144.952306728, -37.8138240617], [144.9521460507, -37.8134660532], [144.9521055022, -37.8134778194]]], ""type"": ""Polygon""}",-37.81369182182149,144.95206054441456,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
419,WO-782497-1390114-1390114-64-Closed-010120220000-300620222359,Traffic Management,2022-06-30,Little La Trobe Street between Swanston Street and Elizabeth Street,-,782497,2022-01-01,CONFIRMED,Melbourne (CBD),"-37.80938931874919, 144.96232838698205","{""coordinates"": [[[144.9634001154, -37.8090619691], [144.9633440485, -37.8090780659], [144.9633374887, -37.8090771612], [144.9633322361, -37.809071429], [144.9633295956, -37.8090708768], [144.9630951852, -37.8091389605], [144.9630475058, -37.8091645096], [144.9628286987, -37.8092282396], [144.9628204772, -37.8092277053], [144.9628152023, -37.8092219574], [144.962812563, -37.8092214044], [144.9617679698, -37.8095253937], [144.9616877858, -37.8095539473], [144.9612583919, -37.8096763966], [144.9612771195, -37.8097199061], [144.9629181996, -37.8092425369], [144.9634155445, -37.8090976648], [144.9634001154, -37.8090619691]]], ""type"": ""Polygon""}",-37.80938931874919,144.96232838698205,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
420,SS-1114606-0-106375-ECP-Permit Issued-100520220700-120520221900,Structures,2022-05-12,"10-16 McKillop Street
MELBOURNE VIC 3000",Concrete Pump,ECP-2022-76,2022-05-10,CONFIRMED,Melbourne (CBD),"-37.815317758803126, 144.9619088598184","{""coordinates"": [[[144.9620392259, -37.8153842815], [144.961961952, -37.8152150154], [144.9619554378, -37.8152007479], [144.9617783653, -37.8152507612], [144.9617848909, -37.8152650253], [144.961862739, -37.815435209], [144.9620392259, -37.8153842815]]], ""type"": ""Polygon""}",-37.815317758803126,144.9619088598184,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
421,SS-1094687-0-576023-EGA-Permit Issued-221120210700-220520222359,Structures,2022-05-22,"Watergate Apartments
2-24 Waterview Walk
DOCKLANDS VIC 3008",Gantry,EGA-2021-95,2021-11-22,CONFIRMED,Docklands,"-37.81923811883112, 144.9479812898668","{""coordinates"": [[[144.9483326293, -37.818657684], [144.947222091, -37.8189789493], [144.948386188, -37.8200749351], [144.9483891502, -37.820077747], [144.9483326293, -37.818657684]]], ""type"": ""Polygon""}",-37.81923811883112,144.9479812898668,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
